id,course,day,word,pos,answer,ipa,example,audio
296,toeic1,5,resolution,n,giải pháp,[rezə'lu:ʃn],make a resolution to improve performance,
297,toeic1,5,specification,n,"đặc điểm, đặc thù",[spesifi'keiʃn],list the specifications for the job,
298,toeic1,5,variation,n,"sự thay đổi, biến đổi",[veəri'eiʃn],notice a slight variation in color,
299,toeic1,5,authority,n,"chính quyền, uy quyền",[ɔ:'θɔriti],contact the relevant authorities,
300,toeic1,5,disclosure,n,"sự công khai, tiết lộ",[dis'klouʒə],demand full disclosure of financial transactions,
301,toeic1,5,coverage,n,"phủ sóng, đưa tin",['kʌvəridʒ],broadcast live coverage of an awards ceremony,
302,toeic1,5,interruption,n,sự gián đoạn,[intə'rʌpʃn],experience an interruption of services,
303,toeic1,5,factor,n,yếu tố,['fæktə],consider economic factors before making a decision,
304,toeic1,5,premise,n,"cơ sở, tiền đề",['premis],offer security for the factory's premises,
305,toeic1,5,collaboration,n,sự cộng tác,"[kə,læbə'reiʃn]",work in collaboration with a famous artist,
306,toeic1,5,inquiry,n,"câu hỏi, yêu cầu",[in'kwaiəri],submit an inquiry online,
307,toeic1,5,attendee,n,người tham dự,"[ə,ten'di:]",give handouts to attendees,
308,toeic1,5,timeline,n,mốc thời gian,['taimlain],develop a timeline for a project,
309,toeic1,5,reversal,n,"biến chuyển, đảo",[ri'və:sl],cause a reversal of the company's poor sales,
310,toeic1,5,complaint,n,"than phiền, phàn nàn",[kəm'pleint],receive complaints about poor service,
311,toeic1,5,agenda,n,chương trình,[ə'dʒendə],write an agenda for a meeting,
312,toeic1,5,replacement,n,sự thay thế,[ri'pleismənt],request a replacement,
313,toeic1,5,renovation,n,"sự cải tạo, tu sửa","[,renə'veiʃn]",pass a lobby under renovation,
314,toeic1,6,performance,n,buổi diễn,[pə'fɔ:məns],attend an award-winning performance,
315,toeic1,6,process,n,quá trình,['prɔses],begin the candidate selection process,
316,toeic1,6,feasibility,n,tính khả thi,"[,fi:zə'biliti]",assess the project's feasibility,
317,toeic1,6,discrepancy,n,sự khác biệt,[dis'krepənsi],discover a discrepancy with the sales figures,
318,toeic1,6,celebration,n,lễ kỷ niệm,"[,seli'breiʃn]",hold a celebration of the victory,
319,toeic1,6,handbook,n,sổ tay,['hændbuk],consult the employee handbook,
320,toeic1,6,confirmation,n,xác nhận,"[,kɔnfə'meiʃn]",send confirmation of the order within 24 hours,
321,toeic1,6,competitor,n,đối thủ cạnh tranh,[kəm'petitə],beat a tough competitor,
322,toeic1,6,background,n,lai lịch,['bækgraund],prefer a candidate with a background in accounting,
323,toeic1,6,barrier,n,rào cản,['bæriə],remove all trade barriers,
324,toeic1,6,restraint,n,hạn chế,[ri'streint],impose restraints on competition,
325,toeic1,6,issue,n,số báo,['iʃu:],receive monthly issues of Highlighter Gazette,
326,toeic1,6,transfer,n,chuyển,[træns'fə:],make a money transfer from one account to another,
327,toeic1,6,flavor,n,hương vị,['fleivə],add a new strawberry flavor to the menu,
328,toeic1,6,article,n,bài viết,['ɑ:tikl],read a business article online,
329,toeic1,6,priority,n,sự ưu tiên,[prai'ɔrəti],give emergency cases a higher priority,
330,toeic1,6,transformation,n,sự chuyển đổi,"[,trænsfə'meiʃn]",witness an incredible transformation,
331,toeic1,6,allowance,n,trợ cấp,[ə'lauəns],provide a travel allowance for business trips,
332,toeic1,6,instruction,n,sự hướng dẫn,[in'strʌkʃn],read the easy-to-follow assembly instructions,
333,toeic1,6,misconception,n,quan niệm sai lầm,"[,miskən'sepʃn]",correct common myths and misconceptions,
334,toeic1,7,estimate,n,sự ước tính,['estimeit],request a price estimate,
335,toeic1,7,reminder,n,sự nhắc nhở,[ri'maində],receive a reminder about the event via e-mail,
336,toeic1,7,procedure,n,thủ tục,[prə'si:dʒə],follow the accounting procedures closely,
337,toeic1,7,asset,n,tài sản,['æset],have cash and other assets worth over $1 million,
338,toeic1,7,transaction,n,sự giao dịch,[træn'zækʃn],record all business transactions carefully,
339,toeic1,7,enhancement,n,sự nâng cao,[in'hɑ:nsmənt],focus on the enhancement of the customer experience,
340,toeic1,7,challenge,n,thử thách,['tʃælindʒ],present a challenge for inexperienced designers,
341,toeic1,7,accomplishment,n,thành tích,[ə'kʌmpliʃmənt],celebrate a major accomplishment,
342,toeic1,7,objection,n,sự phản đối,[əb'dʒekʃn],raise an objection to the policy,
343,toeic1,7,convenience,n,sự tiện lợi,[kən'vi:njəns],have several locations for the convenience of customers,
344,toeic1,7,fee,n,phí,[fi:],charge a fee for overweight baggage,
345,toeic1,7,publicity,n,sự công khai,[pʌ'blisiti],attract media publicity with an exciting promotion,
346,toeic1,7,composition,n,thành phần,"[,kɔmpə'ziʃn]",change the composition of the committee,
347,toeic1,7,development,n,sự phát triển,[di'veləpmənt],announce the development of a new medicine,
348,toeic1,7,discretion,n,sự thận trọng,[dis'kreʃn],use their discretion to select a candidate,
349,toeic1,7,billing,n,sự thanh toán,['biliŋ],confirm an address for billing,
350,toeic1,7,retention,n,sự giữ lại,[ri'tenʃn],attempt to improve the retention of employees,
351,toeic1,7,candidate,n,ứng cử viên,['kændidit],interview a prospective candidate,
352,toeic1,7,recognition,n,sự thừa nhận,"[,rekəg'niʃn]",receive recognition for their work,
353,toeic1,7,permission,n,sự cho phép,[pə'miʃn],obtain permission from authorities,
354,toeic1,8,diverse,adj,đa dạng,[dai'və:s],have a culturally diverse population,
355,toeic1,8,excessive,adj,"quá mức, thừa",[ik'sesiv],receive an excessive amount of mail,
356,toeic1,8,prestigious,adj,"uy tín, danh giá",[pre'stidʒəs],attend a prestigious educational institution,
357,toeic1,8,comprehensive,adj,toàn diện,"[,kɔmpri'hensiv]",create a comprehensive evaluation system,
358,toeic1,8,resistant,adj,"kháng lại, chịu được",[ri'zistənt],be resistant to minor climate change,
359,toeic1,8,elaborate,adj,phức tạp,[i'læbərɪt],follow a long and elaborate procedure,
360,toeic1,8,current,adj,hiện tại,['kʌrənt],address current concerns first,
361,toeic1,8,revised,adj,được sửa đổi,[ri'vaizd],release a revised price estimate,
362,toeic1,8,affordable,adj,phải chăng,[ə'fɔ:dəbl],seek affordable housing in the city center,
363,toeic1,8,practical,adj,thiết thực,['præktikəl],offer trainees practical advice,
364,toeic1,8,time-consuming,adj,tốn nhiều thời gian,['taim kən'sju:miŋ],work on a time-consuming task,
365,toeic1,8,relevant,adj,có liên quan,['reləvənt],discover information relevant to the case,
366,toeic1,8,adequate,adj,đủ,['ædikwit],prepare an adequate amount of food,
367,toeic1,8,minor,adj,nhỏ,['mainə],experience a minor setback,
368,toeic1,8,productive,adj,"năng suất, hiệu quả",[prə'dʌktiv],reward the highly productive team,
369,toeic1,8,flexible,adj,linh hoạt,['fleksəbl],prefer to have flexible working hours,
370,toeic1,8,loyal,adj,trung thành,['lɔiəl],offer special deals to loyal customers,
371,toeic1,8,fertile,adj,màu mỡ,['fə:tail],plant crops in fertile soil,
372,toeic1,8,vacant,adj,trống,['veikənt],book a vacant hotel room,
373,toeic1,8,hollow,adj,rỗng,['hɔlou],manufacture hollow pipes for plumbing systems,
374,toeic1,9,be subject to,phrase,phải gánh chịu,,Factories are subject to random inspections.,
375,toeic1,9,be similar to,phrase,tương tự như,,The sequel was similar to the original film.,
376,toeic1,9,be pertinent to,phrase,phù hợp với,,The memo is pertinent to sales department staff.,
377,toeic1,9,be unable to,phrase,không thể,,Mr. Quentin was unable to find his briefcase.,
378,toeic1,9,be likely to,phrase,có khả năng,,Ms. Fielding's home is likely to sell fast.,
379,toeic1,9,be popular with,phrase,được ưa chuộng,,The clothing line is popular with young adults.,
380,toeic1,9,be familiar with,phrase,quen thuộc với,,Applicants must be familiar with the word processing software.,
381,toeic1,9,be eligible to,phrase,đủ điều kiện,,Club members are eligible to receive a 25 percent discount on all purchases.,
382,toeic1,9,be intended for,phrase,dành cho,,The game is intended for children between the ages of 8 and 12.,
383,toeic1,9,be dedicated to,phrase,chuyên về,,The factory is dedicated to production of BNT Co. vehicle parts.,
384,toeic1,9,be adequate for,phrase,đủ cho,,Ms. Patraki's skills are adequate for the position.,
385,toeic1,9,be equipped with,phrase,được trang bị,,The laboratory is equipped with a 3D printer.,
386,toeic1,9,be suitable for,phrase,thích hợp cho,,The apartment is suitable for tenants with pets.,
387,toeic1,9,be skilled at,phrase,có kỹ năng,,Ms. Groves is skilled at writing press releases.,
388,toeic1,9,be willing to,phrase,sẵn sàng,,Management is willing to negotiate on salaries.,
389,toeic1,9,be unaware of,phrase,không biết về,,Some customers were unaware of the price increase.,
390,toeic1,9,be bound to,phrase,chắc chắn,,The product is bound to sell well with enough advertising.,
391,toeic1,9,be exempt from,phrase,được miễn giảm,,Non-profit organizations are exempt from paying income tax.,
392,toeic1,10,reliable,adj,đáng tin cậy,[ri'laiəbl],find a reliable form of transportation,
393,toeic1,10,potential,adj,tiềm năng,[pə'tenʃl],interview potential candidates for the job,
394,toeic1,10,efficient,adj,có hiệu quả,[i'fiʃənt],adopt an efficient means of production,
395,toeic1,10,knowledgeable,adj,am hiểu,['nɔlidʒəbl],be knowledgeable about a broad range of topics,
396,toeic1,10,prominent,adj,"nổi bật, xuất chúng",['prɒminənt],invite prominent local business owners,
397,toeic1,10,combustible,adj,dễ cháy,[kəm'bʌstəbl],avoid dangerous combustible chemicals,
398,toeic1,10,appropriate,adj,phù hợp,[ə'prouprieit],wear appropriate office attire,
399,toeic1,10,residential,adj,"thuộc nhà ở, thuộc dân cư","[,rezi'denʃl]",purchase a residential property,
400,toeic1,10,equivalent,adj,tương đương,[i'kwivələnt],select an item of equivalent value,
401,toeic1,10,frequent,adj,thường xuyên,['fri:kwənt],make frequent stops to drop off passengers,
402,toeic1,10,deliberate,adj,"thận trọng, có cân nhắc",[di'libərit],make a deliberate decision,
403,toeic1,10,insistent,adj,khăng khăng,[in'sistənt],remain insistent on getting a refund,
404,toeic1,10,standard,adj,tiêu chuẩn,['stændəd],charge standard rate,
405,toeic1,10,legitimate,adj,hợp pháp,[li'dʒitimət],set up a legitimate business,
406,toeic1,10,commercial,adj,thương mại,[kə'mə:ʃl],lease a commercial space to set up a store,
407,toeic1,10,decisive,adj,"kiên quyết, dứt khoát",[di'saisiv],take decisive action on the matter,
408,toeic1,10,punctual,adj,đúng giờ,['pʌŋktʃuəl],require punctual attendance,
409,toeic1,10,delicate,adj,"tế nhị, tinh vi",['delikət],bring up a delicate subject,
410,toeic1,10,cautious,adj,"thận trọng, cẩn thận",['kɔ:ʃəs],urge drivers to be cautious on icy roads,
411,toeic1,10,unanticipated,adj,"ngoài dự đoán, bất ngờ","[,ʌnæn'tisipeitid]",surprised by the unanticipated test results,
412,toeic1,11,previous,adj,trước,['pri:viəs],own a previous version of the product,
413,toeic1,11,sensitive,adj,nhạy cảm,['sensətiv],restrict access to sensitive information,
414,toeic1,11,substantial,adj,đáng kể,[səb'stænʃəl],require a substantial amount of time to finish the project,
415,toeic1,11,convincing,adj,có sức thuyết phục,[kən'vinsiŋ],need a convincing argument to get funding for the venture,
416,toeic1,11,diligent,adj,siêng năng,['dilidʒənt],praise a diligent employee,
417,toeic1,11,promising,adj,"triển vọng, đầy hứa hẹn",['prɒmisiŋ],receive many promising candidates for the vacant position,
418,toeic1,11,comfortable,adj,thoải mái,['kʌmftəbl],buy a comfortable sofa for the living room,
419,toeic1,11,available,adj,"có sẵn, rảnh",[ə'veiləbl],make available at department stores,
420,toeic1,11,impressive,adj,ấn tượng,[im'presiv],have a lot of impressive features,
421,toeic1,11,direct,adj,trực tiếp,[də'rekt],receive direct orders from a supervisor,
422,toeic1,11,credible,adj,đáng tin,['kredəbl],present credible evidence for the claim,
423,toeic1,11,lengthy,adj,dài,['leŋθi],give a lengthy speech at the opening ceremony,
424,toeic1,11,preferred,adj,được ưa thích hơn,[pri'fɜ:d],select one's preferred meal option,
425,toeic1,11,rigorous,adj,"nghiêm ngặt, khắt khe",['rigərəs],implement rigorous regulations,
426,toeic1,11,mundane,adj,thường (không có gì đặc biệt),['mʌndein],handle mundane affairs,
427,toeic1,11,overpriced,adj,quá đắt,"[,ouvə'praist]",refuse to buy overpriced goods,
428,toeic1,11,conclusive,adj,"kết luận, cuối cùng",[kən'klu:siv],be conclusive proof that the new policy is a success,
429,toeic1,11,imaginary,adj,tưởng tượng,[i'mædʒinəri],provide an imaginary scenario,
430,toeic1,11,recent,adj,gần đây,['ri:snt],discuss the recent policy,
431,toeic1,11,late,adj,"trễ, muộn",[leit],cause a late arrival,
432,toeic1,12,exclusively,adv,độc quyền,[iks'klu:sivli],sell exclusively to overseas clients,
433,toeic1,12,promptly,adv,"nhanh chóng, ngay lập tức",['prɒmptli],respond to all inquiries promptly,
434,toeic1,12,relatively,adv,tương đối,['relətivli],attend a relatively crowded workshop,
435,toeic1,12,periodically,adv,định kỳ,"[,piəri'ɒdikli]",scan computers for viruses periodically,
436,toeic1,12,elsewhere,adv,ở nơi khác,['elsweə],search for assistance elsewhere,
437,toeic1,12,barely,adv,"vừa đủ, hầu như không",['beəli],introduce people who barely know each other,
438,toeic1,12,justly,adv,một cách chính đáng,['dʒʌstli],justly claim credit for the invention,
439,toeic1,12,inseparably,adv,không thể tách rời,[in'sepərəbli],inseparably connected with the consumer's perception,
440,toeic1,12,largely,adv,phần lớn,['lɑ:dʒli],largely consists of sugar and flour,
441,toeic1,12,slightly,adv,"một chút, nhỏ",['slaitli],perform slightly better than last quarter,
442,toeic1,12,virtually,adv,"hầu như, gần như",['və:tʃuəli],vote for a virtually unknown politician,
443,toeic1,12,precisely,adv,một cách chính xác,[pri'saisli],arrive precisely at 9 o'clock,
444,toeic1,12,evenly,adv,"đều, ngang nhau",['i:vənli],divide tasks evenly among staff,
445,toeic1,12,tediously,adv,"chán ngắt, buồn tẻ",['ti:diəsli],speak long and tediously on a subject,
446,toeic1,12,consistently,adv,"nhất quán, trước sau như một",[kən'sistəntli],consistently provide good service,
447,toeic1,12,densely,adv,"đông đúc, dày đặc",['densli],move to a densely populated area,
448,toeic1,12,initially,adv,ban đầu,[i'niʃəli],initially focus on basic staff training,
449,toeic1,12,loosely,adv,không chặt chẽ,['lu:sli],be loosely based on a true event,
450,toeic1,12,generally,adv,thông thường,['dʒenərəli],generally pay high rent in cities,
451,toeic1,12,totally,adv,hoàn toàn,['toutəli],totally redo the assignment,
452,toeic1,13,acknowledge A for B,phrase,ghi nhận A về B,,"In his speech, the CEO acknowledged the sales team for their hard work.",
453,toeic1,13,participate in,phrase,tham gia,,The employees will participate in a team-building exercise.,
454,toeic1,13,depend on,phrase,phụ thuộc vào,,Whether the firm gets the contract depends on its presentation.,
455,toeic1,13,notify A of B,phrase,thông báo cho A về B,,The radio broadcast notified drivers of a road closure.,
456,toeic1,13,recommend A for B,phrase,tiến cử A cho vị trí B,,Ms. Clarice recommended Sanjay Patel for a managerial position.,
457,toeic1,13,provide A with B,phrase,cung cấp,,The museum will provide visitors with headsets for the guided tour.,
458,toeic1,13,preside over,phrase,chủ trì,,Ms. Roberts will preside over the meeting.,
459,toeic1,13,specialize in,phrase,chuyên về,,Ms. Torres specializes in corporate law.,
460,toeic1,13,lead to,phrase,dẫn đến,,The store’s promotion campaign led to increased profits.,
461,toeic1,13,search for,phrase,lục tìm,,Ms. Lucas searched for her keys in her bag.,
462,toeic1,13,associate A with B,phrase,"liên kết, gắn ghép A với B",,People often associate high-paying jobs with success.,
463,toeic1,13,designate A for B,phrase,chỉ định A cho B,,Mr. Owens has already designated the advertising team for the assignment.,
464,toeic1,13,result in,phrase,dẫn đến,,Regular incentives result in higher employee satisfaction.,
465,toeic1,13,come in,phrase,có,,The ice cream bars come in three popular flavors.,
466,toeic1,13,proceed with,phrase,"tiếp tục với, tiến hành",,The council proceeded with the original plan after all.,
467,toeic1,13,prevent A from B,phrase,ngăn chặn/khiến cho A không thể làm B,,Heavy traffic prevented Ms. Kim from arriving on time.,
468,toeic1,13,ask A for B,phrase,yêu cầu,,Ms. Turner asked her boss for a raise.,
469,toeic1,13,substitute A for B,phrase,thay thế A cho B,,The baker substituted honey for sugar.,
470,toeic1,13,commend A for B,phrase,khen ngợi A vì B,,Mayor Brown commended citizens for their efforts.,
471,toeic1,13,split up,phrase,tách ra,,The corporation was split up into smaller companies.,
472,toeic1,14,attention to,phrase,chú ý đến,,The painter’s attention to detail was remarkable.,
473,toeic1,14,compliance with,phrase,tuân thủ,,Compliance with health and safety regulations is necessary for restaurants.,
474,toeic1,14,effect on,phrase,tác dụng lên,,Exercise has great effect on wellbeing.,
475,toeic1,14,shift in,phrase,thay đổi trong,,A shift in the stock market can have a great impact on the economy.,
476,toeic1,14,perspective on,phrase,quan điểm về,,The film reviewer had a unique perspective on the movie’s deeper meaning.,
477,toeic1,14,commitment to,phrase,cam kết với,,Our commitment to customers never weakens.,
478,toeic1,14,transition from A to B,phrase,chuyển từ A sang B,,The transition from university life to the world of work can be difficult.,
479,toeic1,14,a source of,phrase,nguồn,,Real estate rentals are a source of income for investors.,
480,toeic1,14,report for,phrase,bảng báo cáo cho,,The report for the board of directors should be as thorough as possible.,
481,toeic1,14,a portion of,phrase,một phần của,,A portion of the profits will go to charity.,
482,toeic1,14,identification badge,phrase,thẻ nhận dạng,,Employees must wear identification badges at all times.,
483,toeic1,14,intent to,phrase,có ý định,,The prime minister announced his intent to retire from his position.,
484,toeic1,14,admiration for,phrase,sự ngưỡng mộ đối với,,Mr. Jonson expressed admiration for his mentor.,
485,toeic1,14,restrictions on,phrase,hạn chế về,,The city government implemented new restrictions on weekend parking.,
486,toeic1,14,observation on,phrase,quan sát trên,,The writer’s observation on the election was entertaining.,
487,toeic1,14,investment in,phrase,đầu tư vào,,Investment in overseas companies increased 17 percent last year.,
488,toeic1,14,preparation for,phrase,chuẩn bị cho,,Preparations for the book launch are already finished.,
489,toeic1,15,accurately,adv,một cách chính xác,[ækjuritli],predict stock trends accurately,
490,toeic1,15,routinely,adv,"đều đặn, thường xuyên",[ru:'ti:nli],routinely check the e-mail to ensure fast response,
491,toeic1,15,markedly,adv,rõ rệt,['ma:kidli],increase markedly from previous years,
492,toeic1,15,superbly,adv,"tốt, tuyệt vời",[su:'pɜ:b.li],develop a superbly designed product,
493,toeic1,15,closely,adv,"kỹ lưỡng, chặt chẽ",['klousli],analyze the results closely,
494,toeic1,15,intentionally,adv,"cố ý, cố tình",[in'tenʃənəli],drive the car at a slow speed intentionally,
495,toeic1,15,merely,adv,chỉ,['miəli],merely provide a light snack,
496,toeic1,15,acceptably,adv,có thể chấp nhận được,[ək'septəbli],perform acceptably in daily use,
497,toeic1,15,probably,adv,"chắc là, có lẽ",['prɔbəbli],be probably more dangerous than expected,
498,toeic1,15,gradually,adv,"dần dần, từ từ",['grædʒuəli],reduce interest rates gradually,
499,toeic1,15,namely,adv,cụ thể là,['neimli],"hold a meeting on the 2nd floor, namely in Room 206",
500,toeic1,15,primarily,adv,chủ yếu,['praimərəli],upgrade software primarily used by the accounting department,
501,toeic1,15,aboard,adv,"trên tàu, trên máy bay",[ə'bɔ:d],have 120 passengers aboard,
502,toeic1,15,occasionally,adv,thỉnh thoảng,[ə'keiʒnəli],host staff outings occasionally,
503,toeic1,15,completely,adv,hoàn toàn,[kəm'pli:tli],have a completely different opinion,
504,toeic1,15,understandably,adv,một cách dễ hiểu,"[,ʌndə'stændəbli]",feel understandably pleased about a promotion,
505,toeic1,15,apparently,adv,"dường như, hình như",[ə'pærəntli],be apparently more expensive than it looks,
506,toeic1,15,necessarily,adv,"nhất thiết, tất yếu","[,nesə'serəli]",do not necessarily apply to all applicants,
507,toeic1,15,immediately,adv,ngay lập tức,[i'mi:diətli],announce the news immediately,
508,toeic1,15,briefly,adv,ngắn gọn,['bri:fli],explain the issue briefly,
509,toeic1,16,reasonably,adv,"hợp lý, thỏa mãn",[ˈriːzənəbli],buy a reasonably priced car,
510,toeic1,16,gently,adv,nhẹ nhàng,[ˈdʒentli],place the glass bowl gently on the table,
511,toeic1,16,nearly,adv,gần như,[ˈnɪr.li],check a nearly finished assignment,
512,toeic1,16,regularly,adv,thường xuyên,[ˈregjələli],receive medical checkups regularly,
513,toeic1,16,exactly,adv,chính xác,[igˈzækt.li],cost exactly $100 to get the car repaired,
514,toeic1,16,overly,adv,quá mức,[ˈəuvəli],be overly dependent on the survey results,
515,toeic1,16,immeasurably,adv,"không đo đếm được, bao la",[ɪˈmeʒərəbli],be immeasurably better than other products on the market,
516,toeic1,16,successfully,adv,thành công,[səkˈsesfəli],show how successfully the plan worked,
517,toeic1,16,regretfully,adv,đáng tiếc,[rɪˈgretfəli],regretfully announce the closing of the department store,
518,toeic1,16,formerly,adv,"từng là, trước đây",[ˈfɔːrməli],purchase property formerly owned by a corporation,
519,toeic1,16,rapidly,adv,nhanh,[ˈræpɪdli],experience rapidly dropping temperatures,
520,toeic1,16,considerably,adv,đáng kể,[kənˈsɪdərəbli],do considerably better than before,
521,toeic1,16,typically,adv,"tiêu biểu, đặc trưng, chủ yếu, thường",[ˈtɪpɪkəli],typically produce high quality items,
522,toeic1,16,chiefly,adv,chủ yếu,[ˈtʃiːfli],be chiefly used to produce electrical components,
523,toeic1,16,rightfully,adv,"đúng, chính đáng",[ˈraɪtfəli],rightfully demand an apology,
524,toeic1,16,recently,adv,gần đây,[ˈriːsəntli],review a recently opened restaurant,
525,toeic1,16,entirely,adv,hoàn toàn,[ɪnˈtaɪərli],begin an entirely new assignment,
526,toeic1,16,continually,adv,liên tục,[kənˈtɪnjuəli],occur continually throughout the year,
527,toeic1,16,once,adv,một lần,[wʌns],go at least once a month,
528,toeic1,16,first,adv,"đầu tiên, hạng nhất",[fɜːst],finish first in the race,
529,toeic1,17,access,v,truy cập,[ˈækses],access confidential medical records,
530,toeic1,17,ensure,v,bảo đảm,[ɪnˈʃuə],ensure that all the doors are locked,
531,toeic1,17,feature,v,có (đặc điểm),[ˈfiːtʃə],feature several exciting upgrades,
532,toeic1,17,contend,v,cho rằng,[kənˈtend],contend that more staff is required,
533,toeic1,17,determine,v,xác định,[dɪˈtɜːmɪn],determine the cause of the delay,
534,toeic1,17,award,v,"thưởng, tặng",[əˈwɔːd],award compensation for a defective item,
535,toeic1,17,decline,v,"từ chối, giảm",[dɪˈklaɪn],decline an invitation for dinner,
536,toeic1,17,discuss,v,thảo luận,[dɪˈskʌs],meet to discuss hiring plans,
537,toeic1,17,review,v,xem lại,[rɪˈvjuː],review a budget before submission,
538,toeic1,17,serve,v,"phục vụ, phụng sự",[sɜːv],serve the city as the mayor,
539,toeic1,17,obtain,v,"có được, đạt được",[əbˈteɪn],obtain materials from the supplier,
540,toeic1,17,minimize,v,giảm thiểu,[ˈmɪnɪmaɪz],minimize environmental impacts,
541,toeic1,17,merge,v,sáp nhập,[mɜːdʒ],merge the two companies,
542,toeic1,17,duplicate,v,sao lại,[ˈdjuːplɪkɪt],duplicate an important document,
543,toeic1,17,pursue,v,theo đuổi,[pəˈsjuː],vigorously pursue policy changes,
544,toeic1,17,host,v,tổ chức,[həust],host a small gathering for friends,
545,toeic1,17,gather,v,thu thập,[ˈgæðə],use a survey to gather information,
546,toeic1,17,reset,v,đặt lại,[ˌriːˈset],reset a password once a month,
547,toeic1,17,inform,v,thông báo,[ɪnˈfɔːm],inform voters about where to register,
548,toeic1,17,announce,v,thông báo,[əˈnauns],announce plans for a new community center,
549,toeic1,18,renowned,adj,nổi tiếng,[rɪˈnaʊnd],visit a region renowned for its vineyards,
550,toeic1,18,valid,adj,"có hiệu lực, hợp lệ",[ˈvælɪd],show a valid piece of identification,
551,toeic1,18,frustrating,adj,"khó chịu, gây bực dọc",[frʌsˈtreɪtɪŋ],experience a frustrating shipping delay,
552,toeic1,18,sole,adj,"duy nhất, chỉ một",[soul],select a sole winner from the ten finalists,
553,toeic1,18,proficient,adj,"thành thạo, tài giỏi",[prəˈfɪʃnt],become proficient in multiple languages,
554,toeic1,18,lively,adj,"sôi nổi, hăng hái",[ˈlaɪvli],participate in a lively debate,
555,toeic1,18,economic,adj,về kinh tế,[ˌiːkəˈnɒmɪk],discuss the economic impact of a tax cut,
556,toeic1,18,relaxing,adj,thư giãn,[rɪˈlæksɪŋ],enjoy a relaxing day off,
557,toeic1,18,profitable,adj,có lời,[ˈprɒfɪtəbl],operate a profitable franchise,
558,toeic1,18,wasteful,adj,lãng phí,[ˈweɪstfl],eliminate wasteful spending,
559,toeic1,18,alternative,adj,thay thế,[ɔːlˈtɜːnətɪv],take an alternative route,
560,toeic1,18,domestic,adj,"nội địa, trong nước",[dəˈmestɪk],anticipate an increase in domestic demand,
561,toeic1,18,respectful,adj,"tôn trọng, lễ phép",[rɪˈspektfl],be respectful of others' opinions,
562,toeic1,18,sizable,adj,khá lớn,[ˈsaɪzəbl],maintain a sizable lead over competitors,
563,toeic1,18,disappointing,adj,đáng thất vọng,[ˌdɪsəˈpɔɪntɪŋ],report disappointing earnings results,
564,toeic1,18,conventional,adj,thông thường,[kənˈvenʃənl],apply conventional monetary policies,
565,toeic1,18,fair,adj,hợp lý (giá cả),[feə],charge a fair price for the used car,
566,toeic1,18,distinctive,adj,"đặc biệt, dễ phân biệt",[dɪˈstɪŋktɪv],feature a distinctive pattern,
567,toeic1,18,original,adj,"gốc, ban đầu",[əˈrɪdʒənl],be more popular than the original version of the song,
568,toeic1,18,introductory,adj,"giới thiệu, mở đầu",[ˌɪntrəˈdʌktəri],attend an introductory class for computer science,
